goal,sol,gt,ai2id,qualtid_org,qualtid_new
"To continue using your phone while eon an airplane,","make sure the phone is set to the ""transmitting mode""",0,7c475383-d9d4-4bfc-b897-18fa2edb85b9,25_Q21,25_Q17
How to teach a child to be responsible?,"Get a dog and teach the child what the dog likes, over time let the dog take over the responsibilities themselves",0,0878e957-2308-4534-80cb-46f4938eebd4,26_Q21,26_Q17
Remove tick from skin.,Soak a cotton ball with liquid soap than place on tick.,1,0446d052-b4cd-41d1-a5d5-586ead19e128,27_Q21,27_Q17
"To restart a wall mounted heater unit,",open the cover and press the red button at the base of the wheel.,1,68840154-3aee-4db4-ba8c-b385e2b0033f,28_Q21,28_Q17
how do you get rid of bags under your eyes?,hold your eyes open tightly.,0,4b51d0f7-a047-482b-93c1-e504c078aeac,29_Q21,29_Q17
To design a exercise routine for the lower body you can do at home.,Do squats and lunges while holding the phones.,0,8d19a236-347d-4148-9d12-5832ff1b748c,30_Q21,30_Q17
,,,,,
"To make a bedroom temperature colder without a fan or air conditioner,",wave a large blanket up and down to generate a gust of wind to cool the room down when it gets too hot.,0,8dc24b65-c6b9-472c-b5f4-d4753a58cafd,2_Q22,1_Q18
How to brine a turkey before cooking?,"Boil water with spices and any adjuncts you'd like, bring the water to a boiling temperature and then submerge the turkey for several hours in the hot brine",0,9fcc0b8c-5ee7-4d18-b151-502376f9e088,3_Q22,2_Q18
To set the J bolt into the concrete mix in the mold.,"Push in the J bolt into the poured concrete mix in the mold after it cures, making sure it's straight and square.",0,3d28ac9e-e9c2-40fa-a99d-39c62ae1ca23,4_Q22,3_Q18
How do you harvest honey from a bee box?,"Smoke the bees. Once they are calm, remove the frames that are completely filled with honey from the hive. Use a sharp knife to cut off the comb from each frame. Once the combs are all opened, you can use an extractor to drain the honey out of the comb. You can also place the frame over a bucket and let the honey drain into the bucket over a few days time.",0,a5f2fdd1-71ab-46d3-8c7f-8f6d6b2ead0b,6_Q22,4_Q18
"To extend the shelf life of lettuce,",wrap it in paper towels before storing it in a bag.,1,a252f1a0-270d-496c-a6f6-3d0332fa1c6e,7_Q22,5_Q18
how do you give your fingerprints at a police station?,place them in an ink trey and then stick them on the sheet of paper.,1,90c7e068-b1e1-4f33-9473-c0f231c106cc,8_Q22,6_Q18
"To make the caffeine in coffee release slowly after consumption,","Use a non-fat coffee cream powder instead of cream or milk in your coffee, to dilute the portion of coffee in the beverage.",0,8104bf22-9043-49b8-b14c-ef03ad5ec8f1,12_Q22,7_Q18
napkin,protect ice cream scoop from damage,0,cbf4a113-0286-4392-8eb8-89fc0218c290,13_Q22,8_Q18
toilet tissue,is the same color as t-shirt most of the time,0,0c700fdf-c955-466f-b91b-04e8ff7397c3,14_Q22,9_Q18
To prevent burning overflowed cookie batter to your oven,Be sure to place a bedding sheet below the cooling rack to catch anything that falls,0,c0110b8b-3197-4f00-aefe-35996b063378,16_Q22,10_Q18
table top,can be broken by a gorilla ,1,9af5d4d3-f520-4ae7-9a93-c3d4ad719336,17_Q22,11_Q18
To save plants from rot root.,Use a 3% hydrogen peroxide solution once a day and spritz the seed every time you re-moisten. You can also use a mixture of 1 part hydrogen peroxide to 32 parts water to improve your plants’ root system.,1,20b6095f-2361-4774-9bf0-ddc37ea8aa03,21_Q22,12_Q18
To cut radiant foils to be used to cover the attics.,Use the driveway or other wide open spaces to cut the foils according to the measurements before going into the attic.,1,8b4962ec-cfc4-419e-81ec-be7413da17aa,23_Q22,13_Q18
hands,can get sweaty palms up,1,952cb3fc-270a-4fdb-95ad-66cd951907d4,24_Q22,14_Q18
"To easily disburse pancake mix on a pan,",pour mix into a ladle and then dump the ladle out.,0,0ebce675-7cf2-4538-b2de-5a303194f626,25_Q22,15_Q18
how do you check something in the stove without opening the door?,shine a flashlight inside.,0,2f4466f4-2d83-450d-bdbb-94732e7fd750,26_Q22,16_Q18
How to prepare fishing line.,Cut worm in half using a knife and pierce half with the fishing hook.,1,2c3d0873-e182-4340-8965-02f5a49027c6,27_Q22,17_Q18
"To help clear out breathing ways when you're congested,",cook a chopped onion on a pan and lean over it while cooking.,1,138ae791-307b-4b7d-9070-cc260e9aef28,28_Q22,18_Q18
To separate egg whiles from the yolk using a water bottle.,Squeeze the water bottle and press it against the yolk.  Release the squeeze which creates suction and lifts the yolk.,1,037481c2-6205-4a1c-bb23-ce1819547006,29_Q22,19_Q18
Removing small scratches in the finish of wooden furniture.,"Mix equal parts lemon juice and olive oil and  using a clean lint cloth, apply and rub in the direction of scratch until it not visible anymore.",0,0cdae97c-f349-43e7-8992-568b1e44e1e9,30_Q22,20_Q18
How to keep brown sugar from going hard?,Pour the brown sugar into a container and place a slice of bread or a marshmallow into the container to preserve the softness and prevent hardness,1,27271d3e-651a-4c6b-b736-c6f1db1077ac,3_Q23,21_Q18
To iron small spaces in between buttons on a shirt.,Use a hair flat iron to get those small spaces between buttons.,1,b6fa184b-97b5-4373-af2b-34106ef058cd,7_Q23,22_Q18
pen,can scratch an itch on your inner palm easier than the hand,0,a74cd8e8-7d72-4e6c-80ae-73f9f4df4fbc,8_Q23,23_Q18
Prevent cold sore from spreading.,Replace bathroom sink.,0,8125b066-2b41-4d3f-b27b-ca90c4cfb792,11_Q23,24_Q18
How to Meditate,"Meditation can be performed with the eyes open or closed.[11] As a beginner, it is often best to try meditating with closed eyes in order to avoid visual distractions.",1,a3788ca9-d52b-467b-b06c-b738edc4f028,12_Q23,25_Q18
How to make low fat Meringue baked clouds at home.,"Beat 3 whole eggs. (Let them warm to room temp for 30 min.first) add 1/2 teaspoon vanilla, 1/4 teaspoon cream of tartar.  Beat with mixer until peaks form on egg whites.  Ad gradually a bit at a time, 6 tablespoons of sugar.  Spoon this on baking waxed paper.  Texture the whites to look like clouds or      your preference.  Bake in oven (at 275 degrees) until egg whites are browned (about 12 min.. check this though and remove when you like the appearance.  Enjoy.",0,a0ab2f4b-d5c6-4656-aa13-d419904cedf8,15_Q23,26_Q18
rope,can be put around a wall ,0,2e0a0373-6082-4566-8915-471cae02ec74,17_Q23,27_Q18
Remove seeds from  strawberries,"Chop up the strawberries, pour the mixture through a fine-mesh strainer with a bowl underneath to catch the pulps and strain out the seeds",0,c21fd632-52c4-4847-b2b4-8a74e686f6f9,18_Q23,28_Q18
How to make mashed potatoes.,"Peel potatoes, cut into chunks, place in pan cover with water and bring to boil for 20 minutes, drain ad milk, water salt and pepper to taste and enjoy.",0,e6f0c2c9-b6a6-4ad8-b5f5-70f923b48f17,20_Q23,29_Q18
"To make a BLT,","place bacon, lettuce, and tomato onto a sandwich.",1,c7e97189-ba93-45c5-a43d-f69f58d5b17e,21_Q23,30_Q18
,,,,,
To make a rubber mallet when you need one for a project.,"Slip a rubber cane tip onto your hammer’s striking surface, or cut a hole into a tennis ball and slip it onto the hammer’s head.",1,53995415-05b4-48b7-bde8-7776fbcd7d8c,24_Q23,1_Q19
How can I cut cake perfectly and NOT smudge the nice icing?,"Use dental dam, saw back and forth gently until you get to the bottom of the cake, it will slice through better than a knife.",0,511a938d-351c-4a47-89e7-91427b7bac9f,26_Q23,2_Q19
"To make a piece of wood darker in color,",soak the wood in Vodka or Ethanol.,0,1bca291a-fbd9-4fb4-9c35-921660def603,27_Q23,3_Q19
To mount a TV on a wall.,Drill holes into the wall then put in screws. Connect them to the TV's mount.,0,8c9d14ab-f6b0-4c08-b04b-00a04bb98a38,28_Q23,4_Q19
how to make grapefruit taste sweeter,add salt to the grapefruit,1,81ccd4dd-9c6f-451b-b820-968ad5929141,29_Q23,5_Q19
thimble,can fit on a jar ,0,7b39264f-7c54-4694-bb17-bdeb8feafb61,30_Q23,6_Q19
